Deal_ID,Month,Region,Sales_Rep_ID,Deal_Size_USD,Sales_Cycle_Days,Monthly_Revenue_USD,Deal_Status
D-0467,11,East,REP-023,34430.57,38,35327.93,Lost
D-0468,12,Central,REP-026,33565.74,48,34568.19,Won
D-0469,13,East,REP-011,26421.22,52,26846.29,Won
D-0470,14,Central,REP-010,25794.17,62,23414.42,Won
D-0471,15,East,REP-030,19561.06,62,14860.19,Won
D-0472,16,Central,REP-018,26196.65,56,30911.05,Pending
D-0473,17,East,REP-018,31991.62,53,27801.88,Won
D-0474,18,Central,REP-017,32320.94,60,25970.01,Pending
D-0475,19,West,REP-026,32169.5,44,32589.36,Won
D-0476,20,Central,REP-008,26890.41,75,22296.13,Lost
D-0477,21,East,REP-015,30308.48,65,27869.26,Won
D-0478,22,West,REP-008,32006.22,67,33762.89,Lost
D-0479,23,Central,REP-017,23299.82,52,27430.15,Won
D-0480,24,West,REP-012,29876.65,72,31034.4,Won
D-0481,1,West,REP-027,41282.41,41,39469.45,Lost
D-0482,2,West,REP-008,35166.14,38,34985.32,Lost
D-0483,3,West,REP-025,42551.17,46,34855.43,Won
D-0484,4,West,REP-014,34522.83,46,32966.7,Won
D-0485,5,West,REP-004,32179.7,39,30732.31,Won
D-0486,6,Central,REP-001,38884.21,41,39480.41,Lost
D-0487,7,East,REP-001,45886.47,41,54798.49,Won
D-0488,8,East,REP-019,35766.77,42,28839.48,Won
D-0489,9,Central,REP-016,38134.54,47,36579.88,Lost
D-0490,10,Central,REP-014,32036.41,40,26162.51,Pending
D-0491,11,West,REP-021,27991.92,46,26582.91,Lost
D-0492,12,West,REP-016,34651.33,61,31655.37,Lost
D-0493,13,East,REP-005,35062,60,29822.52,Lost
D-0494,14,East,REP-009,31270.44,46,34125.72,Won
D-0495,15,West,REP-026,35835.28,63,36751.4,Won
D-0496,16,West,REP-030,29029.6,40,31339.94,Lost
D-0497,17,West,REP-028,27409.57,76,25952.33,Won
D-0498,18,East,REP-002,36843.21,68,36582.67,Pending
D-0499,19,Central,REP-018,36486.74,54,42305.06,Won
D-0500,20,Central,REP-006,27608.28,62,27600.77,Won
D-0501,21,West,REP-009,38994.25,48,42144.82,Pending
D-0502,22,West,REP-001,28584.47,61,26819.5,Lost
D-0503,23,East,REP-009,30063.91,60,32216.54,Won
D-0504,24,Central,REP-025,28836.74,55,27253.83,Lost
D-0505,1,West,REP-016,40618.8,41,32915.76,Lost
D-0506,2,East,REP-013,38977.11,41,38947.55,Won
D-0507,3,Central,REP-009,38529.81,37,36717.74,Won
D-0508,4,Central,REP-021,31762.19,40,26601.53,Lost
D-0509,5,Central,REP-013,28037.19,36,28574.08,Pending
D-0510,6,Central,REP-009,41810.8,55,38074.89,Won
D-0511,7,West,REP-011,32992.77,42,43196.25,Pending
D-0512,8,West,REP-004,35094.83,40,29955.4,Pending
D-0513,9,Central,REP-002,36593.99,57,32155.42,Won
D-0514,10,Central,REP-029,42725.05,54,46440.21,Lost
D-0515,11,East,REP-006,35006.79,58,34541.12,Won
D-0516,12,East,REP-014,31846.01,60,34550.38,Won
D-0517,13,West,REP-004,30822.28,69,31994.73,Lost
D-0518,14,Central,REP-006,32873.22,53,30958.99,Pending
D-0519,15,Central,REP-019,28133.18,43,24253.35,Lost
D-0520,16,East,REP-006,32444.38,58,35919.44,Won
D-0521,17,West,REP-002,31659.9,51,27580.68,Won
D-0522,18,West,REP-018,39747.63,50,41969.15,Won
D-0523,19,Central,REP-013,30741.99,59,33567.18,Won
D-0524,20,Central,REP-009,21157.56,66,20889.03,Won
D-0525,21,Central,REP-023,43767.55,53,42436.38,Lost
D-0526,22,West,REP-019,34804.17,70,31380.39,Won
D-0527,23,West,REP-013,40051.74,53,41905.11,Lost
D-0528,24,East,REP-011,23473.4,60,16323.57,Won
D-0529,1,East,REP-001,36890.87,48,39531.24,Lost
D-0530,2,Central,REP-024,40992.01,42,41481.76,Won
D-0531,3,Central,REP-030,39921.96,32,39032.43,Won
D-0532,4,Central,REP-022,38394.69,54,39325,Won
D-0533,5,Central,REP-007,25481.95,43,21981.86,Won
D-0534,6,West,REP-025,27537.8,54,20892.95,Pending
D-0535,7,Central,REP-021,43307.6,39,45336.89,Won
D-0536,8,Central,REP-015,43816.65,41,49585.31,Lost
D-0537,9,Central,REP-001,34426.74,57,28438.55,Pending
D-0538,10,East,REP-012,41532.14,54,37160.96,Lost
D-0539,11,West,REP-026,29083.86,48,31271.91,Won
D-0540,12,East,REP-007,29847.87,56,30919.08,Pending
D-0541,13,Central,REP-015,27928.6,46,36204.14,Won
D-0542,14,West,REP-021,28810.4,55,31909.41,Won
D-0543,15,East,REP-019,36293.48,56,39325.53,Pending
D-0544,16,West,REP-028,27988.24,53,25850.53,Lost
D-0545,17,West,REP-029,43118.72,50,45381.61,Won
D-0546,18,West,REP-025,33840.35,58,38900.89,Won
D-0547,19,East,REP-001,36582.64,58,35981.25,Won
D-0548,20,West,REP-017,33229.7,55,32840.2,Won
D-0549,21,West,REP-017,36471.35,51,36986.88,Won
D-0550,22,Central,REP-003,25680,60,23973.57,Pending
D-0551,23,West,REP-012,36874.67,57,37866.46,Pending
D-0552,24,Central,REP-006,29964.69,53,30695.75,Pending
D-0553,1,West,REP-026,44046.33,45,50565.13,Won
D-0554,2,West,REP-011,30422.18,58,29846.01,Lost
D-0555,3,Central,REP-003,38142.92,43,40716.53,Pending
D-0556,4,West,REP-008,37586.19,59,36986.45,Pending
D-0557,5,East,REP-014,33383.82,64,35519.58,Won
D-0558,6,East,REP-014,37665.59,41,36723.73,Won
D-0559,7,Central,REP-010,43418.03,49,45907.94,Won
D-0560,8,West,REP-002,31859.24,67,34179.34,Lost
D-0561,9,Central,REP-014,39769.27,50,35527.26,Lost
D-0562,10,East,REP-009,28942.88,52,32133.48,Lost
D-0563,11,East,REP-003,44747.22,39,44002.28,Won
D-0564,12,East,REP-021,37743,48,35969.85,Won
D-0565,13,West,REP-026,42065.59,58,39078.9,Won
D-0566,14,West,REP-008,36420.3,74,37506.36,Won
D-0567,15,West,REP-016,34633.07,53,34617.06,Won
D-0568,16,West,REP-002,36264.66,42,37609.38,Lost
D-0569,17,Central,REP-006,31237.76,45,32456.73,Won
D-0570,18,East,REP-028,23450.83,57,24878.01,Lost
D-0571,19,West,REP-021,33397,67,42668.95,Won
D-0572,20,Central,REP-029,27002.48,64,27109.66,Won
D-0573,21,West,REP-026,24891.69,63,23063.21,Won
D-0574,22,West,REP-025,33201.47,71,26495.39,Pending
D-0575,23,Central,REP-012,28244.46,55,24868.35,Won
D-0576,24,Central,REP-005,34398.52,62,38647.94,Lost
D-0577,1,East,REP-002,34055.3,40,36507.02,Won
D-0578,2,Central,REP-016,35265.86,43,30505.01,Pending
D-0579,3,West,REP-005,42991.48,38,53585.49,Lost
D-0580,4,East,REP-015,38259.21,44,39509.39,Won
D-0581,5,West,REP-012,29093.36,47,30432.58,Lost
D-0582,6,Central,REP-004,37388.8,45,45779.69,Won
D-0583,7,West,REP-015,43126.19,48,50627.8,Pending
D-0584,8,East,REP-011,32947.11,53,35520.74,Won
D-0585,9,West,REP-016,37950.29,60,41097.18,Won
D-0586,10,East,REP-023,30333.07,62,33132.16,Lost
D-0587,11,East,REP-006,33516.08,58,32708.46,Lost
D-0588,12,East,REP-014,39269.18,43,40395.39,Won
D-0589,13,East,REP-018,34536.16,51,36519.64,Lost
D-0590,14,East,REP-012,39506.35,52,39005.48,Won
D-0591,15,East,REP-027,34806.51,50,31446.22,Won
D-0592,16,West,REP-011,43393.7,58,42238.86,Lost
D-0593,17,East,REP-013,24095.43,44,21714.97,Won
D-0594,18,East,REP-021,30454.03,71,30650.07,Won
D-0595,19,Central,REP-023,25737.33,68,21154.91,Lost
D-0596,20,West,REP-011,25698.75,63,26575.18,Won
D-0597,21,West,REP-023,25364.08,59,21226.5,Lost
D-0598,22,East,REP-016,30858.63,70,29613.57,Won
D-0599,23,East,REP-015,30771.5,67,32322.7,Won
D-0600,24,East,REP-021,31397.28,71,33881.27,Won
D-0601,1,East,REP-028,32384.7,44,34562.11,Lost
D-0602,2,East,REP-015,35998.88,60,37149.88,Lost
D-0603,3,East,REP-025,32418.53,55,28790.01,Won
D-0604,4,East,REP-004,41539.41,51,45612.8,Won
D-0605,5,East,REP-011,32128.66,58,28606.07,Pending
D-0606,6,West,REP-019,35031.44,45,38865.9,Won
D-0607,7,East,REP-015,38521.53,40,40939.55,Pending
D-0608,8,West,REP-004,32261.86,52,36645.93,Won
D-0609,9,West,REP-021,38429.39,50,38524.96,Lost
D-0610,10,West,REP-013,42560.4,50,39075.71,Won
D-0611,11,East,REP-022,35148.56,62,30605.07,Pending
D-0612,12,Central,REP-019,38328.05,54,33799.29,Lost
D-0613,13,West,REP-002,23072.9,56,19296.38,Won
D-0614,14,East,REP-014,30914.74,52,33826.92,Won
D-0615,15,Central,REP-029,33604.5,62,37191.51,Lost
D-0616,16,Central,REP-004,27035.17,61,28532.11,Lost
D-0617,17,East,REP-016,32958.25,63,32849.35,Won
D-0618,18,East,REP-021,36839.7,53,44432.22,Won
D-0619,19,Central,REP-020,21762.2,68,21548.6,Lost
D-0620,20,Central,REP-014,24834.64,73,25383.27,Won
D-0621,21,East,REP-027,31324.07,66,31174.18,Lost
D-0622,22,East,REP-029,32322.1,54,31228.62,Won
D-0623,23,West,REP-015,33330.4,55,35433.47,Pending
D-0624,24,West,REP-028,29814.45,59,27925.71,Pending
D-0625,1,West,REP-003,40307.56,40,37483.7,Pending
D-0626,2,West,REP-008,42137.4,45,45008.94,Won
D-0627,3,West,REP-016,35167.71,51,33417.73,Pending
D-0628,4,Central,REP-010,33817.07,49,34268.47,Won
D-0629,5,East,REP-004,35637.47,49,34421.06,Lost
D-0630,6,East,REP-030,37097.44,46,37054.59,Won
D-0631,7,Central,REP-018,32428.63,48,30245.25,Won
D-0632,8,Central,REP-002,33371.21,56,31233.49,Pending
D-0633,9,West,REP-017,36948.51,34,33919.72,Won
D-0634,10,West,REP-013,35368.75,51,38351.51,Lost
D-0635,11,East,REP-004,33273.31,54,33845.23,Lost
D-0636,12,West,REP-026,25114.65,59,27421.56,Lost
D-0637,13,West,REP-025,33422.46,45,36849.55,Won
D-0638,14,East,REP-030,28209.98,46,26912.56,Won
D-0639,15,East,REP-011,37595.41,60,40909.77,Lost
D-0640,16,West,REP-007,30756.39,41,30712.96,Won
D-0641,17,East,REP-012,26938.84,67,26511.39,Won
D-0642,18,East,REP-010,31232.28,59,35143.71,Won
D-0643,19,East,REP-007,37513.5,70,39590.88,Won
D-0644,20,East,REP-013,33934.08,50,32738.16,Pending
D-0645,21,East,REP-007,31499.59,56,33039.26,Won
D-0646,22,Central,REP-024,23389.52,41,20429.08,Lost
D-0647,23,West,REP-017,37748,55,38681.56,Won
D-0648,24,West,REP-010,26151.86,60,22230.15,Won
D-0649,1,Central,REP-029,42668.92,29,38468.59,Won
D-0650,2,West,REP-010,35993.19,42,38097.49,Won
D-0651,3,East,REP-024,41427.54,30,30365.37,Won
D-0652,4,West,REP-004,43394.37,45,51216.26,Lost
D-0653,5,West,REP-020,39720.69,57,43035.35,Won
D-0654,6,Central,REP-004,39879.27,48,32547.34,Won
D-0655,7,West,REP-022,35227.81,62,43677.19,Won
D-0656,8,East,REP-007,33170.17,56,42040.22,Won
D-0657,9,East,REP-022,35651.49,61,35008.01,Pending
D-0658,10,West,REP-001,32880.43,45,29834.09,Won
D-0659,11,West,REP-012,46536.02,46,54383.4,Won
D-0660,12,West,REP-024,28858.21,56,27866.09,Won
D-0661,13,West,REP-013,38450.43,41,39069.63,Pending
D-0662,14,Central,REP-010,35645.98,58,39985.13,Won
D-0663,15,West,REP-015,33829.36,52,33310.04,Lost
D-0664,16,East,REP-027,39699.43,66,38742.46,Won
D-0665,17,East,REP-013,33411.89,62,29160.58,Pending
D-0666,18,East,REP-023,28365.47,66,26576.9,Pending
D-0667,19,East,REP-022,32618.65,52,31768.06,Lost
D-0668,20,East,REP-022,29864.11,67,26165.25,Won
D-0669,21,East,REP-021,32916.42,71,29137.83,Won
D-0670,22,East,REP-022,34085.37,60,34199.9,Won
D-0671,23,East,REP-028,25344.56,55,20656.57,Won
D-0672,24,Central,REP-009,35236.68,56,32138.8,Won
D-0673,1,East,REP-026,36725.5,54,43867.12,Won
D-0674,2,West,REP-009,39838.07,67,38461.79,Lost
D-0675,3,West,REP-015,40325.15,38,38426.95,Won
D-0676,4,Central,REP-010,38696.94,38,37342.76,Won
D-0677,5,East,REP-024,35934.46,55,34733.7,Won
D-0678,6,West,REP-026,33657.01,42,35591.85,Pending
D-0679,7,Central,REP-025,34375.03,57,36110.51,Won
D-0680,8,Central,REP-029,43165.86,53,41479.12,Lost
D-0681,9,Central,REP-010,30630.67,50,29975.67,Won
D-0682,10,East,REP-008,30983.78,55,35051.25,Won
D-0683,11,East,REP-024,30384.26,55,25795.31,Won
D-0684,12,West,REP-016,34498.77,51,34300.12,Won
D-0685,13,Central,REP-017,25816.47,39,26165.63,Lost
D-0686,14,West,REP-026,26292.2,56,24250.13,Lost
D-0687,15,West,REP-027,31375.23,68,31013.98,Won
D-0688,16,East,REP-005,25861.12,43,23503.43,Pending
D-0689,17,Central,REP-004,25888.64,49,27538.19,Won
D-0690,18,East,REP-018,25138.66,61,21774.59,Pending
D-0691,19,East,REP-024,26926.94,58,29787.48,Pending
D-0692,20,West,REP-019,34436.23,62,34183.8,Won
D-0693,21,West,REP-004,35178.54,54,33602.42,Won
D-0694,22,East,REP-028,39615,70,35634.9,Won
D-0695,23,East,REP-007,39051.81,61,43076.71,Lost
D-0696,24,West,REP-010,33191.56,67,31027.93,Won
D-0697,1,East,REP-025,43138.39,47,38103.07,Pending
D-0698,2,West,REP-018,38275.51,47,42300.04,Lost
D-0699,3,East,REP-019,39839.32,51,36236.63,Won
D-0700,4,West,REP-004,46578.02,48,46137.94,Won
D-0701,5,West,REP-010,38336.06,38,41475.04,Lost
D-0702,6,East,REP-001,41866.19,57,42527.5,Won
D-0703,7,East,REP-023,31048.24,56,36422.23,Lost
D-0704,8,East,REP-018,32008.81,33,29336.23,Won
D-0705,9,East,REP-005,36520.35,45,35751.55,Won
D-0706,10,Central,REP-015,35329.66,60,34859.14,Won
D-0707,11,East,REP-017,31100.33,37,33032.39,Lost
D-0708,12,Central,REP-003,45856.89,60,51766.11,Won
D-0709,13,East,REP-012,34302.97,52,34555.5,Lost
D-0710,14,West,REP-002,30846.37,65,30421.73,Won
D-0711,15,Central,REP-001,33438.09,55,28479.25,Lost
D-0712,16,West,REP-023,32427.13,50,32791.55,Lost
D-0713,17,West,REP-021,32859.01,59,30722.19,Won
D-0714,18,West,REP-017,23571.41,57,25029.16,Lost
D-0715,19,East,REP-022,37619.73,52,36078.51,Won
D-0716,20,Central,REP-016,37524.15,76,36621.17,Won
D-0717,21,Central,REP-005,37751.6,52,32238.86,Won
D-0718,22,Central,REP-015,31647.16,42,25914.43,Lost
D-0719,23,East,REP-003,32952.41,74,39084.81,Pending
D-0720,24,Central,REP-028,24928.87,57,25252.15,Lost
D-0721,1,Central,REP-007,42164.5,42,43869.36,Won
D-0722,2,East,REP-011,38878.94,42,35332.03,Lost
D-0723,3,East,REP-010,34937.97,41,37996.87,Won
D-0724,4,Central,REP-009,41183.72,41,44046.57,Pending
D-0725,5,West,REP-014,40997.25,40,37707.51,Won
D-0726,6,Central,REP-013,36403.04,49,32546.12,Pending
D-0727,7,East,REP-029,37911.91,46,35134.76,Lost
D-0728,8,Central,REP-025,30181.41,56,30096.05,Lost
D-0729,9,East,REP-030,41175.92,54,41864,Lost
D-0730,10,East,REP-025,30085.93,44,30201.45,Won
D-0731,11,East,REP-002,30672.87,53,34656.45,Lost
D-0732,12,Central,REP-003,34131.58,49,31691.32,Won
D-0733,13,West,REP-007,39012.58,46,34773.23,Lost
D-0734,14,West,REP-021,38629.74,60,38630.13,Lost
D-0735,15,West,REP-018,32655.88,54,27126.96,Pending
D-0736,16,Central,REP-003,36165.07,52,38681.21,Won
D-0737,17,West,REP-010,23474.71,50,23704.67,Won
D-0738,18,Central,REP-022,27943.4,49,26998.81,Won
D-0739,19,West,REP-029,27665.25,74,26576.47,Lost
D-0740,20,West,REP-007,37041.06,61,40411.79,Won
D-0741,21,West,REP-009,33673.27,51,36630.28,Won
D-0742,22,East,REP-017,30943.26,63,30180.91,Lost
D-0743,23,Central,REP-011,31048.68,69,32886.04,Lost
D-0744,24,West,REP-007,37101.7,63,40304.95,Won
D-0745,1,East,REP-024,37149.1,55,38395.55,Won
D-0746,2,Central,REP-028,31049.66,33,30411.7,Lost
D-0747,3,West,REP-014,42675.98,30,44302.65,Won
D-0748,4,West,REP-019,37769.2,49,33844.65,Lost
D-0749,5,Central,REP-004,41248.36,50,41541.66,Won
D-0750,6,West,REP-026,35876.18,22,35039.81,Pending
D-0751,7,East,REP-006,31526.55,44,30297.44,Won
D-0752,8,Central,REP-010,37354.11,42,30904.84,Won
D-0753,9,West,REP-007,35010.88,39,31413.17,Lost
D-0754,10,East,REP-013,35504.71,43,33779.56,Lost
D-0755,11,East,REP-014,42282.85,57,46067.33,Won
D-0756,12,Central,REP-004,28326.49,45,29136.13,Lost
D-0757,13,West,REP-008,34869.59,46,38146.2,Won
D-0758,14,West,REP-005,28965.02,41,32565.12,Pending
D-0759,15,Central,REP-001,19727.27,65,20376.91,Lost
D-0760,16,Central,REP-004,32055.17,59,32504.89,Won
D-0761,17,East,REP-003,32075.11,37,28954.23,Lost
D-0762,18,East,REP-009,34657.61,49,41542.94,Won
D-0763,19,East,REP-008,30072.3,62,25808.51,Won
D-0764,20,Central,REP-001,23335,69,23612.06,Pending
D-0765,21,East,REP-027,26287.84,66,28477.09,Lost
D-0766,22,West,REP-006,36604.79,57,39704.26,Won
D-0767,23,Central,REP-009,25456.86,46,22516.37,Won
D-0768,24,Central,REP-007,37176.13,69,35615.09,Won
D-0769,1,East,REP-004,43249.92,42,39794.45,Pending
D-0770,2,Central,REP-013,36031.1,46,28895.38,Won
D-0771,3,East,REP-017,33594.6,45,34032.43,Won
D-0772,4,Central,REP-028,42099.56,36,39078.44,Won
D-0773,5,East,REP-002,35275.44,50,40586.1,Won
D-0774,6,West,REP-028,28371.75,50,30117.11,Won
D-0775,7,Central,REP-005,38531.58,46,38691.11,Won
D-0776,8,East,REP-012,37426.32,54,35657.18,Won
D-0777,9,East,REP-027,40648.53,40,41116.46,Won
D-0778,10,Central,REP-021,36327.97,49,35398.44,Pending
D-0779,11,Central,REP-008,31454.27,52,31673,Won
D-0780,12,West,REP-006,40168.39,39,47806.96,Lost
D-0781,13,West,REP-008,40274.95,53,35986.65,Lost
D-0782,14,West,REP-018,34226.03,60,33648.84,Lost
D-0783,15,East,REP-003,32981.61,53,35311.39,Pending
D-0784,16,East,REP-022,25683.64,55,24655.94,Won
D-0785,17,East,REP-012,28882.37,61,33447.35,Won
D-0786,18,Central,REP-029,35343.85,54,37741.78,Won
D-0787,19,West,REP-026,28373.6,56,26333.85,Won
D-0788,20,West,REP-003,23495.81,49,23975.29,Lost
D-0789,21,West,REP-022,47879.39,59,44505.77,Lost
D-0790,22,Central,REP-006,22702.97,58,20894.32,Pending
D-0791,23,East,REP-002,40923.76,65,40350.01,Won
D-0792,24,West,REP-023,27722.88,66,31226.39,Pending
D-0793,1,West,REP-012,37577.19,51,40378.36,Won
D-0794,2,West,REP-002,34258.61,41,34181.26,Won
D-0795,3,East,REP-006,41154.19,29,44369.09,Won
D-0796,4,Central,REP-017,29661.13,53,30457.88,Lost
D-0797,5,Central,REP-003,27278.35,51,24087.08,Won
D-0798,6,West,REP-002,44150.86,43,43510.06,Pending
D-0799,7,West,REP-023,31700.14,53,31468.22,Pending
D-0800,8,Central,REP-030,39070.44,38,42046.4,Pending
D-0801,9,Central,REP-020,29532.72,59,27859.78,Won
D-0802,10,East,REP-008,38122.11,49,34642.84,Pending
D-0803,11,West,REP-022,42617.73,45,42423.62,Lost
D-0804,12,West,REP-012,31184.39,48,29171.68,Won
D-0805,13,West,REP-026,23772.79,52,23003.72,Won
D-0806,14,Central,REP-004,41503.97,54,41168.29,Won
D-0807,15,Central,REP-005,37311.22,55,35882.04,Won
D-0808,16,Central,REP-013,29932.14,52,32815.16,Won
D-0809,17,West,REP-029,30830.24,58,35190.55,Pending
D-0810,18,East,REP-015,25986.74,57,28229.16,Won
D-0811,19,Central,REP-025,38261.28,53,31484.46,Won
D-0812,20,Central,REP-023,28106.42,52,26302.06,Pending
D-0813,21,East,REP-016,23306.46,64,22890.08,Won
D-0814,22,Central,REP-010,31088.23,64,25348.49,Pending
D-0815,23,Central,REP-030,25339.93,61,23120.43,Won
D-0816,24,West,REP-030,24109.93,69,23648.39,Lost
D-0817,1,West,REP-025,35849.5,29,34239.95,Won
D-0818,2,West,REP-023,38051.78,41,38084.69,Lost
D-0819,3,East,REP-016,30334.45,37,26145.78,Won
D-0820,4,East,REP-012,43785.74,65,41770.36,Lost
D-0821,5,Central,REP-017,39865.8,53,40471.4,Won
D-0822,6,East,REP-016,34273.19,48,34308.15,Pending
D-0823,7,East,REP-012,31203.28,55,32597.74,Won
D-0824,8,West,REP-008,34893.87,59,36249.76,Won
D-0825,9,West,REP-020,39457.18,59,37850.85,Lost
D-0826,10,Central,REP-003,38302.92,59,38763.01,Won
D-0827,11,East,REP-016,39492.52,50,36333.15,Lost
D-0828,12,East,REP-030,31418.11,49,30569.11,Pending
D-0829,13,Central,REP-013,18815.37,46,16829.19,Lost
D-0830,14,West,REP-023,39299.06,58,43486.07,Won
D-0831,15,East,REP-028,31844.02,54,30973.1,Lost
D-0832,16,West,REP-019,35630.83,52,39421.75,Lost
D-0833,17,East,REP-008,40266.14,53,41520.42,Lost
D-0834,18,East,REP-022,43712.04,69,39840.63,Won
D-0835,19,West,REP-005,27910.89,66,28611.75,Won
D-0836,20,West,REP-020,31449.8,73,33996.35,Won
D-0837,21,Central,REP-008,37234.18,64,36945.32,Won
D-0838,22,West,REP-024,25798.6,61,25989.59,Won
D-0839,23,West,REP-012,26729.44,61,25255.43,Won
D-0840,24,West,REP-001,26319.81,54,26383.25,Lost
D-0841,1,East,REP-025,37859.55,34,38760.22,Pending
D-0842,2,West,REP-030,36519.38,49,34405.58,Lost
D-0843,3,East,REP-021,34271.02,39,30572.17,Won
D-0844,4,Central,REP-020,32031.21,48,36156.74,Won
D-0845,5,East,REP-006,40539.7,56,42988.79,Pending
D-0846,6,West,REP-022,42789.16,43,40445.77,Pending
D-0847,7,East,REP-018,43133.57,65,44081.03,Pending
D-0848,8,Central,REP-008,32934.63,42,28064.99,Lost
D-0849,9,West,REP-007,39228.62,58,31472.85,Won
D-0850,10,West,REP-001,35761.63,55,39638.67,Lost
D-0851,11,East,REP-021,31346.64,62,32066.21,Won
D-0852,12,Central,REP-016,37491.09,44,37312.25,Won
D-0853,13,East,REP-012,30356.97,72,31063.25,Lost
D-0854,14,Central,REP-006,31179.12,53,41237.91,Won
D-0855,15,East,REP-020,25796.35,60,28038.3,Won
D-0856,16,East,REP-002,29978.89,67,26844.78,Won
D-0857,17,East,REP-029,33189.31,52,27612.25,Won
D-0858,18,West,REP-014,39384.67,64,43537.93,Pending
D-0859,19,West,REP-004,29392.52,52,31908.8,Won
D-0860,20,East,REP-001,25589.15,70,27060.69,Won
D-0861,21,Central,REP-023,37886.84,53,34807.1,Won
D-0862,22,West,REP-018,27497.24,61,28496.17,Won
D-0863,23,West,REP-013,20898.09,63,19386.44,Won
D-0864,24,West,REP-002,29925.47,68,31908.87,Lost
D-0865,1,West,REP-009,36376.13,60,39950.66,Won
D-0866,2,West,REP-021,49121.98,42,46452.33,Lost
D-0867,3,East,REP-002,39616.83,55,44100.7,Pending
D-0868,4,East,REP-027,36128.29,63,36543.23,Lost
D-0869,5,Central,REP-025,31857.51,49,33424.5,Won
D-0870,6,Central,REP-009,37750.83,44,32806.86,Won
D-0871,7,West,REP-001,43003.55,35,44002.15,Pending
D-0872,8,East,REP-011,36899.07,65,34406.23,Won
D-0873,9,West,REP-003,30722.85,49,32181.06,Lost
D-0874,10,West,REP-020,37274.03,43,42742.74,Pending
D-0875,11,East,REP-030,33956.97,41,34940.09,Pending
D-0876,12,East,REP-023,36063.07,45,32814.31,Pending
D-0877,13,Central,REP-026,31665.96,61,33649.73,Lost
D-0878,14,West,REP-004,31168.52,63,32420.84,Won
D-0879,15,East,REP-018,30591.1,60,36888.59,Pending
D-0880,16,East,REP-023,37011.19,57,37951.16,Won
D-0881,17,East,REP-006,30078.87,47,28317.83,Won
D-0882,18,West,REP-003,29241.35,51,31494.81,Lost
D-0883,19,East,REP-022,26449.67,49,26111.97,Lost
D-0884,20,East,REP-011,33050.07,63,33315.3,Pending
D-0885,21,Central,REP-015,31958.51,51,28991.24,Lost
D-0886,22,East,REP-022,27776.16,55,27436.08,Won
D-0887,23,West,REP-028,26093.11,60,26173.49,Pending
D-0888,24,East,REP-005,38640.87,48,38144.92,Lost
D-0889,1,East,REP-020,28597.78,45,26907.98,Lost
D-0890,2,East,REP-010,40085.86,44,41241.25,Won
D-0891,3,Central,REP-012,43697.02,55,39661.72,Won
D-0892,4,Central,REP-015,19925.93,40,17616.53,Lost
D-0893,5,Central,REP-017,40450.7,37,43320.82,Won
D-0894,6,West,REP-010,34998.73,45,37160.77,Won
D-0895,7,West,REP-006,37000.27,40,32162.1,Lost
D-0896,8,East,REP-018,33723.81,50,27553.85,Won
D-0897,9,East,REP-013,40336.97,36,36268.01,Won
D-0898,10,Central,REP-003,36395.6,46,35928.64,Won
D-0899,11,East,REP-030,34858.6,45,38882.5,Won
D-0900,12,East,REP-024,29325.7,57,28877.76,Lost
D-0901,13,East,REP-010,42851.46,47,39554.64,Won
D-0902,14,East,REP-030,33109.66,40,33601.62,Won
D-0903,15,East,REP-014,44129.03,53,43625.89,Lost
D-0904,16,West,REP-006,41937.85,58,36146.2,Pending
D-0905,17,West,REP-003,23028.25,54,19861.72,Lost
D-0906,18,Central,REP-016,28265.27,52,24454.55,Won
D-0907,19,Central,REP-007,25975.24,53,32416.72,Won
D-0908,20,East,REP-020,30538.97,60,33165.26,Pending
D-0909,21,East,REP-014,31335.82,52,29475.36,Won
D-0910,22,West,REP-009,31169.63,58,34624.06,Lost
D-0911,23,West,REP-015,34910.64,67,32927.52,Won
D-0912,24,East,REP-021,36727.91,51,40676.83,Won
D-0913,1,West,REP-003,42837.44,44,43181.45,Lost
D-0914,2,West,REP-002,34815.32,31,32521.51,Lost
D-0915,3,West,REP-027,33329.88,48,35595.71,Lost
D-0916,4,West,REP-002,36873.81,39,37380.9,Won
D-0917,5,East,REP-003,38610.6,56,40148.33,Won
D-0918,6,Central,REP-018,35184.04,36,35942.28,Lost
D-0919,7,Central,REP-014,28992.58,53,29586.97,Lost
D-0920,8,East,REP-020,38750.3,60,41852.47,Won
D-0921,9,Central,REP-018,32998.43,42,41524.58,Won
D-0922,10,West,REP-010,32467.44,44,36521.94,Won
D-0923,11,Central,REP-025,33926.94,44,34672.13,Pending
D-0924,12,Central,REP-002,32620.51,49,31607.29,Lost
D-0925,13,West,REP-025,31607.49,58,30973.02,Pending
D-0926,14,East,REP-029,26659.37,50,23310.61,Won
D-0927,15,East,REP-022,32118.76,46,34253.19,Pending
D-0928,16,West,REP-001,35814.77,40,32179.85,Won
D-0929,17,West,REP-004,33243.22,69,32005.06,Won
D-0930,18,East,REP-014,36280.61,71,38712.67,Lost
D-0931,19,East,REP-001,27517.27,62,26864.22,Won
D-0932,20,Central,REP-014,24389.71,52,23189.03,Won
D-0933,21,Central,REP-016,29170.75,65,25677.61,Won
D-0934,22,West,REP-022,26948.82,68,30197.03,Won
D-0935,23,East,REP-014,27088.33,59,24831.27,Lost
