application_id,district,application_type,submission_date,completion_date,processing_days,approval_status,digital_access
APP007046,District_2,Medicaid,2024-03-17,2024-04-12,26,1,0
APP007047,District_2,Medicaid,2024-09-28,2024-10-17,19,1,0
APP007048,District_2,TANF,2024-07-17,2024-08-14,28,1,0
APP007049,District_2,SNAP,2023-08-18,2023-09-04,17,1,0
APP007050,District_2,TANF,2024-06-21,2024-07-22,31,0,0
APP007051,District_2,SNAP,2024-05-05,2024-05-24,19,1,0
APP007052,District_2,TANF,2024-11-19,2024-12-10,21,0,0
APP007053,District_2,Medicaid,2023-09-04,2023-10-04,30,0,0
APP007054,District_2,SNAP,2023-04-30,2023-06-10,41,0,0
APP007055,District_2,Medicaid,2024-05-10,2024-06-23,44,1,0
APP007056,District_2,TANF,2024-04-06,2024-04-25,19,1,0
APP007057,District_2,SNAP,2024-03-24,2024-04-15,22,1,0
APP007058,District_2,Medicaid,2024-06-24,2024-07-25,31,1,0
APP007059,District_2,TANF,2024-01-08,2024-02-13,36,1,0
APP007060,District_2,SNAP,2023-01-23,2023-02-02,10,1,0
APP007061,District_2,TANF,2024-10-03,2024-10-31,28,1,0
APP007062,District_2,SNAP,2023-07-22,2023-08-14,23,1,0
APP007063,District_2,SNAP,2023-06-29,2023-07-11,12,0,0
APP007064,District_2,TANF,2024-08-17,2024-09-03,17,1,0
APP007065,District_2,Medicaid,2024-08-05,2024-08-28,23,1,0
APP007066,District_2,TANF,2024-01-04,2024-01-31,27,1,0
APP007067,District_2,Medicaid,2024-05-18,2024-06-22,35,1,0
APP007068,District_2,Medicaid,2023-02-28,2023-03-30,30,1,0
APP007069,District_2,SNAP,2023-07-25,2023-08-28,34,1,0
APP007070,District_2,Medicaid,2023-06-27,2023-07-24,27,1,0
APP007071,District_2,Medicaid,2023-11-04,2023-11-26,22,1,0
APP007072,District_2,SNAP,2023-09-18,2023-10-14,26,1,0
APP007073,District_2,SNAP,2023-02-20,2023-03-24,32,1,0
APP007074,District_2,Medicaid,2024-05-17,2024-06-21,35,1,0
APP007075,District_2,Medicaid,2024-03-12,2024-04-07,26,1,0
APP007076,District_2,Medicaid,2023-10-04,2023-10-24,20,1,0
APP007077,District_2,TANF,2024-10-10,2024-11-09,30,0,0
APP007078,District_2,Medicaid,2023-09-21,2023-10-22,31,1,0
APP007079,District_2,TANF,2023-03-28,2023-05-04,37,1,0
APP007080,District_2,Medicaid,2024-09-11,2024-10-03,22,0,0
APP007081,District_2,TANF,2023-04-07,2023-04-29,22,1,0
APP007082,District_2,Medicaid,2023-02-22,2023-03-27,33,1,0
APP007083,District_2,Medicaid,2023-12-13,2024-01-06,24,0,0
APP007084,District_2,SNAP,2024-02-27,2024-03-21,23,1,0
APP007085,District_2,Medicaid,2023-07-25,2023-08-31,37,1,0
APP007086,District_2,TANF,2024-09-04,2024-09-20,16,1,0
APP007087,District_2,SNAP,2023-07-22,2023-09-03,43,0,0
APP007088,District_2,SNAP,2024-12-04,2024-12-26,22,1,0
APP007089,District_2,TANF,2024-04-11,2024-05-15,34,1,0
APP007090,District_2,SNAP,2023-05-15,2023-06-10,26,0,0
APP007091,District_2,SNAP,2023-10-27,2023-11-25,29,0,0
APP007092,District_2,TANF,2023-02-25,2023-03-22,25,1,0
APP007093,District_2,SNAP,2024-09-08,2024-10-12,34,1,0
APP007094,District_2,SNAP,2024-04-17,2024-05-11,24,1,0
APP007095,District_2,Medicaid,2023-11-10,2023-12-03,23,0,0
APP007096,District_2,SNAP,2024-05-10,2024-06-20,41,1,0
APP007097,District_2,TANF,2024-03-25,2024-04-21,27,0,0
APP007098,District_2,SNAP,2024-03-13,2024-04-04,22,1,0
APP007099,District_2,Medicaid,2023-10-18,2023-11-02,15,0,0
APP007100,District_2,SNAP,2023-09-14,2023-10-26,42,1,0
APP007101,District_2,Medicaid,2023-07-06,2023-07-29,23,1,0
APP007102,District_2,Medicaid,2024-07-28,2024-09-09,43,0,0
APP007103,District_2,Medicaid,2023-12-11,2024-01-10,30,1,0
APP007104,District_2,TANF,2023-12-09,2024-01-06,28,1,0
APP007105,District_2,TANF,2024-06-09,2024-07-07,28,1,0
APP007106,District_2,SNAP,2024-01-23,2024-03-07,44,0,0
APP007107,District_2,TANF,2024-11-26,2024-12-06,10,1,0
APP007108,District_2,TANF,2023-06-25,2023-07-24,29,1,0
APP007109,District_2,TANF,2023-01-31,2023-02-25,25,1,0
APP007110,District_2,SNAP,2023-11-04,2023-11-29,25,0,0
APP007111,District_2,TANF,2024-01-24,2024-02-21,28,0,0
APP007112,District_2,TANF,2024-08-22,2024-09-16,25,1,0
APP007113,District_2,TANF,2024-04-09,2024-05-07,28,1,0
APP007114,District_2,TANF,2024-11-16,2024-12-13,27,1,0
APP007115,District_2,SNAP,2023-03-04,2023-03-21,17,1,0
APP007116,District_2,TANF,2024-01-28,2024-02-27,30,1,0
APP007117,District_2,SNAP,2024-08-28,2024-09-30,33,1,0
APP007118,District_2,Medicaid,2024-01-02,2024-01-25,23,1,0
APP007119,District_2,Medicaid,2023-07-21,2023-09-01,42,1,0
APP007120,District_2,SNAP,2024-07-15,2024-08-21,37,1,0
APP007121,District_2,SNAP,2024-09-30,2024-11-03,34,0,0
APP007122,District_2,TANF,2023-07-09,2023-08-11,33,1,0
APP007123,District_2,Medicaid,2024-02-08,2024-03-06,27,0,0
APP007124,District_2,SNAP,2024-08-10,2024-09-15,36,0,0
APP007125,District_2,SNAP,2023-04-22,2023-05-31,39,1,0
APP007126,District_2,SNAP,2023-01-09,2023-02-11,33,1,0
APP007127,District_2,Medicaid,2024-06-23,2024-07-16,23,1,0
APP007128,District_2,SNAP,2024-07-03,2024-07-30,27,1,0
APP007129,District_2,Medicaid,2023-04-25,2023-05-26,31,1,0
APP007130,District_2,TANF,2024-03-11,2024-04-14,34,1,0
APP007131,District_2,Medicaid,2024-06-09,2024-07-05,26,1,0
APP007132,District_2,Medicaid,2024-12-03,2024-12-26,23,0,0
APP007133,District_2,TANF,2024-08-12,2024-09-20,39,1,0
APP007134,District_2,TANF,2023-06-10,2023-06-29,19,1,0
APP007135,District_2,Medicaid,2024-02-25,2024-03-16,20,1,0
APP007136,District_2,Medicaid,2024-06-19,2024-07-06,17,0,0
APP007137,District_2,TANF,2023-07-17,2023-08-06,20,0,0
APP007138,District_2,SNAP,2023-04-29,2023-06-05,37,1,0
APP007139,District_2,Medicaid,2023-11-16,2023-12-23,37,0,0
APP007140,District_2,SNAP,2024-06-09,2024-07-05,26,1,0
APP007141,District_2,Medicaid,2024-01-21,2024-02-21,31,1,0
APP007142,District_2,SNAP,2024-03-17,2024-04-13,27,0,0
APP007143,District_2,TANF,2024-05-01,2024-05-19,18,1,0
APP007144,District_2,Medicaid,2024-11-28,2025-01-11,44,1,0
APP007145,District_2,TANF,2024-04-07,2024-05-15,38,1,0
APP007146,District_2,TANF,2023-04-09,2023-05-09,30,1,0
APP007147,District_2,SNAP,2023-10-20,2023-11-09,20,1,0
APP007148,District_2,SNAP,2023-05-05,2023-05-30,25,1,0
APP007149,District_2,SNAP,2024-07-07,2024-07-29,22,1,0
APP007150,District_2,TANF,2024-12-28,2025-01-25,28,1,0
APP007151,District_2,SNAP,2024-07-17,2024-08-15,29,1,0
APP007152,District_2,SNAP,2023-06-29,2023-07-23,24,1,0
APP007153,District_2,SNAP,2024-05-23,2024-06-08,16,0,0
APP007154,District_2,Medicaid,2023-01-16,2023-03-01,44,1,0
APP007155,District_2,Medicaid,2023-07-18,2023-08-16,29,1,0
APP007156,District_2,SNAP,2023-08-10,2023-09-10,31,1,0
APP007157,District_2,Medicaid,2023-12-09,2024-01-02,24,0,0
APP007158,District_2,TANF,2023-08-22,2023-09-06,15,1,0
APP007159,District_2,SNAP,2023-11-12,2023-12-08,26,0,0
APP007160,District_2,SNAP,2023-01-08,2023-02-01,24,1,0
APP007161,District_2,Medicaid,2024-08-19,2024-09-21,33,1,0
APP007162,District_2,SNAP,2023-10-16,2023-11-19,34,1,0
APP007163,District_2,SNAP,2024-08-12,2024-09-14,33,1,0
APP007164,District_2,Medicaid,2023-02-12,2023-03-19,35,1,0
APP007165,District_2,Medicaid,2024-09-24,2024-11-04,41,0,0
APP007166,District_2,Medicaid,2024-04-02,2024-05-02,30,1,0
APP007167,District_2,Medicaid,2023-06-18,2023-07-24,36,0,0
APP007168,District_2,TANF,2024-07-03,2024-08-03,31,1,0
APP007169,District_2,SNAP,2024-06-30,2024-07-12,12,1,0
APP007170,District_2,Medicaid,2024-06-14,2024-07-10,26,1,0
APP007171,District_2,SNAP,2024-09-27,2024-10-17,20,1,0
APP007172,District_2,SNAP,2024-11-27,2024-12-26,29,1,0
APP007173,District_2,Medicaid,2023-05-02,2023-05-23,21,1,0
APP007174,District_2,SNAP,2023-07-26,2023-08-27,32,0,0
APP007175,District_2,SNAP,2023-01-30,2023-03-06,35,1,0
APP007176,District_2,SNAP,2023-02-18,2023-03-26,36,1,0
APP007177,District_2,Medicaid,2023-03-19,2023-04-28,40,1,0
APP007178,District_2,Medicaid,2024-05-20,2024-06-03,14,1,0
APP007179,District_2,SNAP,2024-03-18,2024-04-05,18,1,0
APP007180,District_2,SNAP,2023-01-26,2023-03-17,50,1,0
APP007181,District_2,Medicaid,2023-11-04,2023-12-09,35,1,0
APP007182,District_2,TANF,2023-03-22,2023-04-20,29,1,0
APP007183,District_2,SNAP,2023-05-23,2023-06-19,27,1,0
APP007184,District_2,SNAP,2023-02-10,2023-03-09,27,1,0
APP007185,District_2,TANF,2024-01-21,2024-02-02,12,1,0
APP007186,District_2,SNAP,2023-03-01,2023-03-22,21,1,0
APP007187,District_2,Medicaid,2024-07-27,2024-08-22,26,1,0
APP007188,District_2,SNAP,2024-11-11,2024-12-02,21,1,0
APP007189,District_2,Medicaid,2024-09-16,2024-10-08,22,1,0
APP007190,District_2,TANF,2024-08-24,2024-10-10,47,1,0
APP007191,District_2,TANF,2024-07-02,2024-07-27,25,0,0
APP007192,District_2,Medicaid,2024-10-26,2024-11-24,29,0,0
APP007193,District_2,SNAP,2024-10-08,2024-11-06,29,1,0
APP007194,District_2,SNAP,2023-06-07,2023-07-09,32,1,0
APP007195,District_2,TANF,2024-03-17,2024-04-09,23,1,0
APP007196,District_2,Medicaid,2023-08-12,2023-09-18,37,1,0
APP007197,District_2,Medicaid,2024-09-03,2024-10-03,30,0,0
APP007198,District_2,SNAP,2023-01-08,2023-01-25,17,1,0
APP007199,District_2,Medicaid,2023-11-01,2023-11-27,26,1,0
APP007200,District_2,SNAP,2023-10-04,2023-10-30,26,0,0
APP007201,District_2,SNAP,2024-09-14,2024-10-09,25,0,0
APP007202,District_2,SNAP,2023-08-04,2023-09-04,31,1,0
APP007203,District_2,Medicaid,2024-10-15,2024-11-16,32,1,0
APP007204,District_2,TANF,2023-12-29,2024-01-29,31,1,0
APP007205,District_2,TANF,2024-05-16,2024-06-15,30,1,0
APP007206,District_2,Medicaid,2024-01-23,2024-02-20,28,0,0
APP007207,District_2,SNAP,2023-11-11,2023-11-21,10,1,0
APP007208,District_2,SNAP,2023-08-11,2023-09-13,33,1,0
APP007209,District_2,SNAP,2023-07-25,2023-08-25,31,1,0
APP007210,District_2,SNAP,2024-04-12,2024-05-01,19,0,0
APP007211,District_2,TANF,2023-08-26,2023-09-24,29,1,0
APP007212,District_2,SNAP,2024-09-22,2024-10-24,32,1,0
APP007213,District_2,Medicaid,2023-04-07,2023-05-13,36,0,0
APP007214,District_2,Medicaid,2023-06-07,2023-07-08,31,0,0
APP007215,District_2,Medicaid,2023-02-04,2023-03-06,30,1,0
APP007216,District_2,SNAP,2024-09-22,2024-10-26,34,1,0
APP007217,District_2,TANF,2023-10-30,2023-11-24,25,0,0
APP007218,District_2,SNAP,2023-01-26,2023-02-25,30,1,0
APP007219,District_2,SNAP,2023-02-01,2023-02-23,22,1,0
APP007220,District_2,TANF,2024-11-01,2024-12-07,36,1,0
APP007221,District_2,SNAP,2024-10-04,2024-10-18,14,0,0
APP007222,District_2,TANF,2023-07-22,2023-08-24,33,0,0
APP007223,District_2,Medicaid,2024-04-19,2024-05-16,27,1,0
APP007224,District_2,SNAP,2023-07-04,2023-08-08,35,1,0
APP007225,District_2,Medicaid,2024-09-07,2024-09-28,21,1,0
APP007226,District_2,SNAP,2024-06-06,2024-07-04,28,1,0
APP007227,District_2,Medicaid,2023-11-21,2023-12-18,27,0,0
APP007228,District_2,TANF,2024-11-08,2024-12-08,30,1,0
APP007229,District_2,SNAP,2023-06-13,2023-07-02,19,1,0
APP007230,District_2,SNAP,2024-12-28,2025-01-29,32,1,0
APP007231,District_2,SNAP,2023-07-31,2023-08-13,13,1,0
APP007232,District_2,Medicaid,2024-10-10,2024-11-01,22,1,0
APP007233,District_2,SNAP,2024-09-15,2024-09-30,15,1,0
APP007234,District_2,Medicaid,2024-02-15,2024-03-19,33,1,0
APP007235,District_2,SNAP,2023-03-30,2023-04-29,30,1,0
APP007236,District_2,Medicaid,2024-07-02,2024-08-02,31,1,0
APP007237,District_2,SNAP,2024-05-24,2024-07-01,38,1,0
APP007238,District_2,TANF,2024-09-23,2024-10-18,25,1,0
APP007239,District_2,Medicaid,2023-06-14,2023-07-16,32,1,0
APP007240,District_2,SNAP,2023-06-24,2023-07-22,28,1,0
APP007241,District_2,SNAP,2023-09-15,2023-10-11,26,0,0
APP007242,District_2,TANF,2023-09-27,2023-11-03,37,1,0
APP007243,District_2,TANF,2023-01-03,2023-02-15,43,1,0
APP007244,District_2,Medicaid,2023-04-23,2023-05-17,24,1,0
APP007245,District_2,SNAP,2023-12-16,2024-01-19,34,1,0
APP007246,District_2,Medicaid,2024-12-06,2025-01-04,29,1,0
APP007247,District_2,Medicaid,2023-04-04,2023-05-04,30,1,0
APP007248,District_2,Medicaid,2023-06-26,2023-07-25,29,1,0
APP007249,District_2,SNAP,2024-09-19,2024-10-13,24,1,0
APP007250,District_2,SNAP,2023-01-29,2023-01-30,1,1,0
APP007251,District_2,Medicaid,2023-03-13,2023-04-21,39,1,0
APP007252,District_2,Medicaid,2024-10-11,2024-11-02,22,1,0
APP007253,District_2,TANF,2023-07-02,2023-07-27,25,1,0
APP007254,District_2,Medicaid,2023-08-13,2023-09-07,25,1,0
APP007255,District_2,SNAP,2023-01-11,2023-02-01,21,1,0
APP007256,District_2,Medicaid,2023-10-24,2023-11-22,29,0,0
APP007257,District_2,TANF,2024-12-25,2025-01-21,27,0,0
APP007258,District_2,Medicaid,2024-12-20,2025-01-10,21,1,0
APP007259,District_2,Medicaid,2024-04-13,2024-05-11,28,0,0
APP007260,District_2,TANF,2024-05-07,2024-06-03,27,1,0
APP007261,District_2,SNAP,2024-04-14,2024-05-18,34,1,0
APP007262,District_2,Medicaid,2024-05-22,2024-06-08,17,0,0
APP007263,District_2,Medicaid,2024-01-14,2024-02-04,21,1,0
APP007264,District_2,SNAP,2023-05-31,2023-07-03,33,1,0
APP007265,District_2,Medicaid,2024-09-25,2024-10-17,22,1,0
APP007266,District_2,SNAP,2024-10-04,2024-10-24,20,0,0
APP007267,District_2,SNAP,2023-04-16,2023-05-08,22,1,0
APP007268,District_2,Medicaid,2023-03-11,2023-04-06,26,1,0
APP007269,District_2,TANF,2024-08-01,2024-08-27,26,1,0
APP007270,District_2,Medicaid,2023-02-04,2023-03-01,25,0,0
APP007271,District_2,Medicaid,2024-08-12,2024-08-31,19,1,0
APP007272,District_2,TANF,2024-12-17,2025-01-19,33,1,0
APP007273,District_2,SNAP,2023-01-27,2023-03-05,37,1,0
APP007274,District_2,Medicaid,2024-08-06,2024-08-18,12,1,0
APP007275,District_2,TANF,2023-04-07,2023-04-22,15,1,0
APP007276,District_2,TANF,2023-07-31,2023-09-04,35,1,0
APP007277,District_2,TANF,2024-02-04,2024-03-14,39,0,0
APP007278,District_2,SNAP,2024-05-11,2024-05-21,10,1,0
APP007279,District_2,SNAP,2023-03-07,2023-04-09,33,1,0
APP007280,District_2,TANF,2023-03-21,2023-04-30,40,0,0
APP007281,District_2,Medicaid,2023-07-26,2023-08-15,20,1,0
APP007282,District_2,TANF,2024-05-12,2024-06-20,39,1,0
APP007283,District_2,SNAP,2023-10-22,2023-11-17,26,1,0
APP007284,District_2,SNAP,2023-07-21,2023-08-19,29,1,0
APP007285,District_2,Medicaid,2023-04-25,2023-05-16,21,1,0
APP007286,District_2,SNAP,2024-12-07,2025-01-11,35,1,0
APP007287,District_2,TANF,2024-05-29,2024-07-02,34,1,0
APP007288,District_2,Medicaid,2024-12-20,2025-01-29,40,1,0
APP007289,District_2,SNAP,2023-12-28,2024-02-04,38,1,0
APP007290,District_2,TANF,2024-08-20,2024-09-16,27,1,0
APP007291,District_2,Medicaid,2024-04-12,2024-06-02,51,0,0
APP007292,District_2,SNAP,2024-01-19,2024-02-26,38,1,0
APP007293,District_2,SNAP,2023-12-13,2024-01-13,31,0,0
APP007294,District_2,SNAP,2024-01-01,2024-01-20,19,1,0
APP007295,District_2,Medicaid,2023-10-29,2023-11-13,15,1,0
APP007296,District_2,Medicaid,2024-04-12,2024-04-28,16,1,0
APP007297,District_2,TANF,2023-12-26,2024-01-15,20,0,0
APP007298,District_2,Medicaid,2024-12-09,2025-01-16,38,0,0
APP007299,District_2,Medicaid,2024-10-18,2024-11-18,31,1,0
APP007300,District_2,SNAP,2023-12-05,2023-12-27,22,1,0
APP007301,District_2,SNAP,2023-10-17,2023-11-12,26,1,0
APP007302,District_2,TANF,2024-07-08,2024-08-02,25,1,0
APP007303,District_2,TANF,2024-04-13,2024-05-16,33,0,0
APP007304,District_2,TANF,2023-06-19,2023-07-09,20,1,0
APP007305,District_2,TANF,2024-08-31,2024-09-30,30,1,0
APP007306,District_2,SNAP,2024-05-13,2024-06-11,29,1,0
APP007307,District_2,SNAP,2024-03-29,2024-04-18,20,0,0
APP007308,District_2,TANF,2024-07-24,2024-09-01,39,1,0
APP007309,District_2,Medicaid,2023-06-15,2023-07-10,25,1,0
APP007310,District_2,Medicaid,2024-08-06,2024-08-25,19,1,0
APP007311,District_2,SNAP,2023-03-31,2023-05-04,34,1,0
APP007312,District_2,Medicaid,2024-08-02,2024-08-29,27,1,0
APP007313,District_2,SNAP,2024-03-07,2024-04-06,30,0,0
APP007314,District_2,SNAP,2024-02-29,2024-03-18,18,1,0
APP007315,District_2,Medicaid,2024-06-14,2024-07-17,33,0,0
APP007316,District_2,Medicaid,2023-08-15,2023-09-28,44,1,0
APP007317,District_2,Medicaid,2024-07-15,2024-08-01,17,0,0
APP007318,District_2,SNAP,2023-01-19,2023-02-18,30,1,0
APP007319,District_2,SNAP,2024-05-21,2024-06-11,21,0,0
APP007320,District_2,Medicaid,2024-08-02,2024-09-19,48,1,0
APP007321,District_2,Medicaid,2023-01-03,2023-02-09,37,0,0
APP007322,District_2,TANF,2024-05-22,2024-06-20,29,1,0
APP007323,District_2,SNAP,2024-07-18,2024-08-04,17,1,0
APP007324,District_2,TANF,2024-01-17,2024-02-05,19,0,0
APP007325,District_2,SNAP,2024-03-17,2024-04-19,33,1,0
APP007326,District_2,SNAP,2023-02-13,2023-03-01,16,1,0
APP007327,District_2,TANF,2024-12-22,2025-01-08,17,1,0
APP007328,District_2,SNAP,2024-12-06,2025-01-02,27,1,0
APP007329,District_2,Medicaid,2024-07-12,2024-08-09,28,0,0
APP007330,District_2,TANF,2023-01-12,2023-02-11,30,0,0
APP007331,District_2,SNAP,2023-11-11,2023-12-05,24,1,0
APP007332,District_2,SNAP,2024-08-20,2024-09-23,34,1,0
APP007333,District_2,Medicaid,2024-05-08,2024-05-28,20,1,0
APP007334,District_2,TANF,2024-10-22,2024-11-23,32,1,0
APP007335,District_2,Medicaid,2024-03-25,2024-04-23,29,0,0
APP007336,District_2,SNAP,2024-06-05,2024-07-07,32,1,0
APP007337,District_2,TANF,2023-09-04,2023-10-10,36,1,0
APP007338,District_2,Medicaid,2024-08-16,2024-09-08,23,1,0
APP007339,District_2,SNAP,2024-01-25,2024-02-16,22,1,0
APP007340,District_2,SNAP,2024-08-07,2024-08-21,14,1,0
APP007341,District_2,Medicaid,2023-05-30,2023-06-10,11,1,0
APP007342,District_2,SNAP,2023-07-15,2023-08-10,26,1,0
APP007343,District_2,SNAP,2023-03-06,2023-04-01,26,0,0
APP007344,District_2,Medicaid,2024-05-07,2024-05-26,19,1,0
APP007345,District_2,SNAP,2024-06-19,2024-07-09,20,0,0
APP007346,District_2,TANF,2023-07-27,2023-09-04,39,1,0
APP007347,District_2,Medicaid,2023-10-08,2023-11-11,34,1,0
APP007348,District_2,Medicaid,2024-02-20,2024-03-08,17,1,0
APP007349,District_2,SNAP,2024-07-05,2024-07-29,24,1,0
APP007350,District_2,SNAP,2023-08-10,2023-09-09,30,0,0
APP007351,District_2,Medicaid,2023-12-23,2024-01-14,22,1,0
APP007352,District_2,Medicaid,2023-05-16,2023-06-06,21,1,0
APP007353,District_2,SNAP,2024-08-14,2024-09-07,24,1,0
APP007354,District_2,SNAP,2024-09-29,2024-11-04,36,1,0
APP007355,District_2,TANF,2024-06-23,2024-07-29,36,1,0
APP007356,District_2,SNAP,2024-08-18,2024-09-08,21,1,0
APP007357,District_2,Medicaid,2024-07-11,2024-08-11,31,1,0
APP007358,District_2,Medicaid,2024-09-02,2024-09-29,27,1,0
APP007359,District_2,SNAP,2023-11-10,2023-11-29,19,1,0
APP007360,District_2,Medicaid,2023-05-31,2023-06-25,25,1,0
APP007361,District_2,Medicaid,2024-12-02,2024-12-19,17,1,0
APP007362,District_2,Medicaid,2023-01-02,2023-02-07,36,1,0
APP007363,District_2,Medicaid,2023-10-23,2023-12-01,39,0,0
APP007364,District_2,SNAP,2024-06-14,2024-07-08,24,1,0
APP007365,District_2,Medicaid,2024-08-01,2024-08-23,22,1,0
APP007366,District_2,SNAP,2024-05-15,2024-06-19,35,1,0
APP007367,District_2,TANF,2023-12-24,2024-01-29,36,1,0
APP007368,District_2,TANF,2024-11-04,2024-11-22,18,1,0
APP007369,District_2,SNAP,2023-06-21,2023-07-17,26,1,0
APP007370,District_2,Medicaid,2023-04-14,2023-05-11,27,1,0
APP007371,District_2,TANF,2024-04-04,2024-04-25,21,0,0
APP007372,District_2,TANF,2023-08-22,2023-09-21,30,0,0
APP007373,District_2,TANF,2023-12-09,2023-12-31,22,1,0
APP007374,District_2,SNAP,2023-11-30,2023-12-23,23,1,0
APP007375,District_2,SNAP,2023-07-12,2023-08-07,26,0,0
APP007376,District_2,SNAP,2024-12-29,2025-01-13,15,1,0
APP007377,District_2,Medicaid,2023-10-07,2023-10-18,11,0,0
APP007378,District_2,Medicaid,2024-05-04,2024-06-07,34,1,0
APP007379,District_2,TANF,2023-04-27,2023-05-18,21,0,0
APP007380,District_2,TANF,2024-12-24,2025-02-06,44,1,0
APP007381,District_2,TANF,2024-12-21,2025-02-01,42,1,0
APP007382,District_2,SNAP,2023-02-20,2023-03-15,23,1,0
APP007383,District_2,SNAP,2024-04-14,2024-05-29,45,1,0
APP007384,District_2,TANF,2024-03-10,2024-04-13,34,1,0
APP007385,District_2,SNAP,2023-05-07,2023-05-29,22,1,0
APP007386,District_2,Medicaid,2024-07-15,2024-07-22,7,1,0
APP007387,District_2,SNAP,2024-07-12,2024-08-13,32,0,0
APP007388,District_2,TANF,2024-09-08,2024-10-05,27,0,0
APP007389,District_2,SNAP,2024-03-15,2024-04-14,30,0,0
APP007390,District_2,Medicaid,2024-05-31,2024-06-25,25,0,0
APP007391,District_2,Medicaid,2024-06-11,2024-06-29,18,0,0
APP007392,District_2,SNAP,2024-07-14,2024-08-07,24,0,0
APP007393,District_2,SNAP,2024-03-02,2024-04-04,33,1,0
APP007394,District_2,TANF,2024-06-27,2024-07-21,24,1,0
APP007395,District_2,SNAP,2023-02-14,2023-03-10,24,0,0
APP007396,District_2,SNAP,2024-03-26,2024-04-10,15,1,0
APP007397,District_2,TANF,2023-05-29,2023-06-26,28,1,0
APP007398,District_2,SNAP,2023-10-25,2023-11-12,18,1,0
APP007399,District_2,SNAP,2024-07-15,2024-08-18,34,1,0
APP007400,District_2,SNAP,2023-03-25,2023-04-15,21,1,0
APP007401,District_2,TANF,2024-07-04,2024-07-29,25,1,0
APP007402,District_2,Medicaid,2023-07-09,2023-08-22,44,1,0
APP007403,District_2,SNAP,2024-07-04,2024-07-29,25,1,0
APP007404,District_2,SNAP,2024-07-13,2024-08-06,24,1,0
APP007405,District_2,Medicaid,2023-01-12,2023-02-13,32,1,0
APP007406,District_2,Medicaid,2023-06-20,2023-07-03,13,1,0
APP007407,District_2,SNAP,2024-08-10,2024-09-16,37,1,0
APP007408,District_2,TANF,2023-09-07,2023-10-12,35,1,0
APP007409,District_2,TANF,2023-11-17,2023-12-18,31,0,0
APP007410,District_2,SNAP,2023-01-12,2023-01-13,1,1,0
APP007411,District_2,SNAP,2024-05-21,2024-06-15,25,0,0
APP007412,District_2,TANF,2023-03-10,2023-03-27,17,0,0
APP007413,District_2,SNAP,2023-07-18,2023-08-23,36,0,0
APP007414,District_2,SNAP,2023-12-15,2024-01-19,35,0,0
APP007415,District_2,TANF,2024-07-15,2024-08-14,30,1,0
APP007416,District_2,SNAP,2023-12-30,2024-01-17,18,1,0
APP007417,District_2,SNAP,2024-12-18,2025-01-26,39,1,0
APP007418,District_2,SNAP,2024-01-17,2024-02-11,25,1,0
APP007419,District_2,Medicaid,2023-07-05,2023-08-15,41,1,0
APP007420,District_2,Medicaid,2023-05-20,2023-06-18,29,1,0
APP007421,District_2,SNAP,2024-07-26,2024-08-26,31,1,0
APP007422,District_2,SNAP,2023-12-02,2023-12-25,23,1,0
APP007423,District_2,Medicaid,2024-03-17,2024-04-24,38,1,0
APP007424,District_2,TANF,2023-09-28,2023-10-30,32,1,0
APP007425,District_2,TANF,2023-07-19,2023-08-26,38,1,0
APP007426,District_2,SNAP,2024-03-13,2024-04-10,28,1,0
APP007427,District_2,SNAP,2023-08-03,2023-08-30,27,0,0
APP007428,District_2,SNAP,2024-12-30,2025-01-31,32,1,0
APP007429,District_2,Medicaid,2024-06-18,2024-07-26,38,0,0
APP007430,District_2,Medicaid,2024-08-21,2024-09-25,35,1,0
APP007431,District_2,SNAP,2023-07-27,2023-08-24,28,1,0
APP007432,District_2,Medicaid,2023-01-22,2023-02-04,13,1,0
APP007433,District_2,Medicaid,2023-02-04,2023-03-09,33,1,0
APP007434,District_2,Medicaid,2024-09-19,2024-10-05,16,1,0
APP007435,District_2,TANF,2024-09-29,2024-10-26,27,1,0
APP007436,District_2,SNAP,2024-05-11,2024-06-06,26,1,0
APP007437,District_2,Medicaid,2024-03-05,2024-03-21,16,1,0
APP007438,District_2,SNAP,2023-06-02,2023-07-02,30,1,0
APP007439,District_2,SNAP,2024-07-07,2024-08-20,44,0,0
APP007440,District_2,SNAP,2024-01-12,2024-02-06,25,1,0
APP007441,District_2,TANF,2024-03-16,2024-04-18,33,1,0
APP007442,District_2,SNAP,2023-01-18,2023-03-04,45,1,0
APP007443,District_2,TANF,2024-01-13,2024-02-16,34,1,0
APP007444,District_2,Medicaid,2024-05-21,2024-06-12,22,0,0
APP007445,District_2,TANF,2024-07-16,2024-08-14,29,1,0
APP007446,District_2,Medicaid,2023-04-17,2023-05-18,31,1,0
APP007447,District_2,Medicaid,2023-01-24,2023-03-03,38,1,0
APP007448,District_2,Medicaid,2024-09-16,2024-10-22,36,1,0
APP007449,District_2,TANF,2023-08-16,2023-08-21,5,1,0
APP007450,District_2,Medicaid,2023-12-12,2024-01-01,20,1,0
APP007451,District_2,TANF,2024-04-03,2024-04-29,26,0,0
APP007452,District_2,SNAP,2023-12-25,2024-01-13,19,1,0
APP007453,District_2,Medicaid,2024-11-20,2024-11-21,1,1,0
APP007454,District_2,TANF,2024-09-06,2024-09-27,21,1,0
