response_id,district,digital_access,satisfaction_score,ease_of_access_rating,language_barrier,digital_literacy_rating
SUR00580,District_2,0,23,4.4,1,4.9
SUR00581,District_2,0,44,5.2,0,5.6
SUR00582,District_2,0,56,6.2,0,3.1
SUR00583,District_2,0,54,9.6,0,5.3
SUR00584,District_2,0,78,4.5,0,1.2
SUR00585,District_2,0,56,4.2,0,4.6
SUR00586,District_2,0,69,6.0,1,2.8
SUR00587,District_2,0,63,4.5,0,3.9
SUR00588,District_2,0,67,6.9,1,5.1
SUR00589,District_2,0,48,7.1,0,6.7
SUR00590,District_2,0,35,7.8,1,3.7
SUR00591,District_2,0,78,5.8,0,4.8
SUR00592,District_2,0,52,7.3,0,4.6
SUR00593,District_2,0,49,3.3,0,1.0
SUR00594,District_2,0,36,7.0,0,4.7
SUR00595,District_2,0,60,6.3,0,7.9
SUR00596,District_2,0,13,5.5,1,5.9
SUR00597,District_2,0,29,4.9,0,3.5
SUR00598,District_2,0,27,1.1,1,3.5
SUR00599,District_2,0,34,6.1,0,3.2
SUR00600,District_2,0,46,4.4,1,5.4
SUR00601,District_2,0,61,4.7,1,4.3
SUR00602,District_2,0,48,5.5,0,1.6
SUR00603,District_2,0,64,5.6,0,5.4
SUR00604,District_2,0,82,4.0,0,5.2
SUR00605,District_2,0,55,4.0,1,4.2
SUR00606,District_2,0,66,3.8,0,4.6
SUR00607,District_2,0,62,5.2,0,2.7
SUR00608,District_2,0,57,6.8,0,6.9
SUR00609,District_2,0,33,5.4,0,1.6
SUR00610,District_2,0,51,5.6,1,4.1
SUR00611,District_2,0,39,4.8,0,4.2
SUR00612,District_2,0,57,4.5,0,3.5
SUR00613,District_2,0,56,4.2,0,4.3
SUR00614,District_2,0,45,4.6,1,2.4
SUR00615,District_2,0,61,3.1,0,3.2
SUR00616,District_2,0,46,7.0,0,2.5
SUR00617,District_2,0,56,5.5,0,3.9
SUR00618,District_2,0,35,5.4,0,6.8
SUR00619,District_2,0,29,5.6,0,5.1
SUR00620,District_2,0,72,4.5,0,1.9
SUR00621,District_2,0,66,5.6,0,3.7
SUR00622,District_2,0,58,4.2,0,4.2
SUR00623,District_2,0,39,4.4,0,3.0
SUR00624,District_2,0,38,5.1,0,3.4
SUR00625,District_2,0,33,5.2,0,6.5
SUR00626,District_2,0,49,7.2,0,1.1
SUR00627,District_2,0,57,3.8,0,5.0
SUR00628,District_2,0,45,3.8,1,1.0
SUR00629,District_2,0,72,4.5,0,4.7
SUR00630,District_2,0,20,6.6,0,2.6
SUR00631,District_2,0,62,5.5,1,5.4
SUR00632,District_2,0,49,8.3,0,7.7
SUR00633,District_2,0,52,5.0,0,4.1
SUR00634,District_2,0,11,5.6,0,6.6
SUR00635,District_2,0,41,5.2,1,5.4
SUR00636,District_2,0,34,5.5,0,5.0
SUR00637,District_2,0,69,4.0,1,2.3
SUR00638,District_2,0,42,5.2,1,6.2
SUR00639,District_2,0,24,3.5,0,5.0
SUR00640,District_2,0,55,5.6,0,2.3
SUR00641,District_2,0,65,5.7,0,2.5
SUR00642,District_2,0,60,4.8,0,3.2
SUR00643,District_2,0,50,4.2,1,2.6
SUR00644,District_2,0,62,4.1,0,3.9
SUR00645,District_2,0,37,3.8,1,5.2
SUR00646,District_2,0,55,4.1,0,3.8
SUR00647,District_2,0,57,8.6,0,4.6
SUR00648,District_2,0,51,5.5,1,2.0
SUR00649,District_2,0,45,4.8,0,6.1
SUR00650,District_2,0,38,4.1,0,5.8
SUR00651,District_2,0,42,4.9,1,8.0
SUR00652,District_2,0,66,5.9,0,2.3
SUR00653,District_2,0,41,5.8,0,2.1
SUR00654,District_2,0,46,6.5,1,1.8
SUR00655,District_2,0,60,6.5,0,6.4
SUR00656,District_2,0,32,5.1,0,1.7
SUR00657,District_2,0,39,4.1,0,3.4
SUR00658,District_2,0,25,4.8,0,1.4
SUR00659,District_2,0,80,6.2,0,4.3
SUR00660,District_2,0,46,4.2,0,4.6
SUR00661,District_2,0,59,8.0,0,5.0
SUR00662,District_2,0,82,4.1,1,4.0
SUR00663,District_2,0,32,5.8,1,2.1
SUR00664,District_2,0,49,5.5,0,5.1
SUR00665,District_2,0,43,6.2,0,4.3
SUR00666,District_2,0,46,2.2,0,4.3
SUR00667,District_2,0,52,6.4,0,2.6
SUR00668,District_2,0,71,4.6,0,4.9
SUR00669,District_2,0,59,3.9,0,5.7
SUR00670,District_2,0,74,6.5,0,2.7
SUR00671,District_2,0,52,2.6,1,1.8
SUR00672,District_2,0,43,7.8,1,5.5
SUR00673,District_2,0,67,5.4,0,1.0
SUR00674,District_2,0,43,4.9,1,2.4
SUR00675,District_2,0,52,3.3,0,2.8
SUR00676,District_2,0,59,4.7,0,2.7
SUR00677,District_2,0,63,6.7,0,5.5
SUR00678,District_2,0,50,5.5,0,6.3
SUR00679,District_2,0,61,5.9,0,6.0
SUR00680,District_2,0,42,6.5,0,2.5
SUR00681,District_2,0,46,3.9,0,6.9
SUR00682,District_2,0,58,2.8,0,1.9
SUR00683,District_2,0,51,3.7,0,4.6
SUR00684,District_2,0,41,5.1,0,4.5
SUR00685,District_2,0,63,4.8,1,6.9
SUR00686,District_2,0,54,4.7,0,5.1
SUR00687,District_2,0,30,5.8,0,7.2
SUR00688,District_2,0,57,4.5,0,2.6
SUR00689,District_2,0,58,3.6,1,5.7
SUR00690,District_2,0,50,3.7,0,6.3
SUR00691,District_2,0,55,6.0,0,5.2
SUR00692,District_2,0,68,6.6,0,2.7
SUR00693,District_2,0,27,7.1,0,3.7
SUR00694,District_2,0,63,4.4,0,5.3
SUR00695,District_2,0,17,5.3,0,5.6
SUR00696,District_2,0,41,5.8,0,2.5
SUR00697,District_2,0,26,5.5,0,2.2
SUR00698,District_2,0,71,5.9,0,6.5
SUR00699,District_2,0,47,6.1,0,6.0
SUR00700,District_2,0,51,4.0,0,6.5
SUR00701,District_2,0,47,4.2,1,7.5
SUR00702,District_2,0,49,5.7,0,4.5
SUR00703,District_2,0,49,3.7,0,1.4
SUR00704,District_2,0,63,4.2,1,6.8
SUR00705,District_2,0,55,5.3,0,4.0
SUR00706,District_2,0,40,4.4,0,7.3
SUR00707,District_2,0,27,5.6,0,2.7
SUR00708,District_2,0,68,4.1,0,6.0
SUR00709,District_2,0,58,1.8,0,2.3
SUR00710,District_2,0,47,5.5,0,6.9
SUR00711,District_2,0,65,5.0,0,1.4
SUR00712,District_2,0,82,6.9,0,4.3
SUR00713,District_2,0,52,4.6,0,4.0
SUR00714,District_2,0,70,5.2,0,3.0
SUR00715,District_2,0,52,4.5,1,4.2
SUR00716,District_2,0,76,4.1,1,2.9
SUR00717,District_2,0,53,4.4,1,3.7
SUR00718,District_2,0,45,3.7,0,4.5
SUR00719,District_2,0,70,5.3,0,2.7
SUR00720,District_2,0,53,5.2,0,4.0
SUR00721,District_2,0,52,3.7,0,5.5
SUR00722,District_2,0,63,6.3,0,2.6
SUR00723,District_2,0,50,4.1,1,4.4
SUR00724,District_2,0,27,5.1,1,2.2
SUR00725,District_2,0,46,6.3,0,7.1
SUR00726,District_2,0,42,6.9,1,4.9
SUR00727,District_2,0,39,1.8,0,1.8
SUR00728,District_2,0,66,6.3,0,7.5
SUR00729,District_2,0,44,5.4,0,4.9
SUR00730,District_2,0,44,5.8,1,2.6
SUR00731,District_2,0,50,4.4,0,8.6
SUR00732,District_2,0,56,6.1,0,3.9
SUR00733,District_2,0,58,6.6,0,1.3
SUR00734,District_2,0,53,5.9,0,6.4
SUR00735,District_2,0,53,6.3,1,4.7
SUR00736,District_2,0,35,7.7,0,6.7
SUR00737,District_2,0,58,7.0,0,4.4
SUR00738,District_2,0,37,4.2,0,2.9
SUR00739,District_2,0,67,6.1,0,2.0
SUR00740,District_2,0,47,6.6,0,2.8
SUR00741,District_2,0,33,5.5,0,2.9
SUR00742,District_3,1,58,7.8,0,6.4
SUR00743,District_3,1,68,6.7,0,9.5
SUR00744,District_3,1,75,6.3,0,6.4
SUR00745,District_3,1,74,7.0,0,10.0
SUR00746,District_3,1,40,8.5,0,5.4
SUR00747,District_3,1,64,8.8,0,6.6
SUR00748,District_3,1,75,5.7,0,6.5
SUR00749,District_3,1,69,7.4,0,7.0
SUR00750,District_3,1,83,7.3,0,8.0
SUR00751,District_3,1,70,8.0,0,8.9
SUR00752,District_3,1,76,6.9,0,6.3
SUR00753,District_3,1,81,6.0,1,6.2
SUR00754,District_3,1,88,7.3,0,6.4
SUR00755,District_3,1,78,9.1,0,8.2
SUR00756,District_3,1,57,5.2,0,4.3
SUR00757,District_3,1,93,6.3,1,5.7
SUR00758,District_3,1,88,7.6,0,9.8
SUR00759,District_3,1,65,7.0,0,2.7
SUR00760,District_3,1,80,6.4,0,8.1
SUR00761,District_3,1,66,6.9,0,8.7
SUR00762,District_3,1,71,8.1,1,8.2
SUR00763,District_3,1,85,8.0,0,5.6
SUR00764,District_3,1,79,8.7,0,8.4
SUR00765,District_3,1,81,8.4,0,7.6
SUR00766,District_3,1,82,6.1,0,7.5
SUR00767,District_3,1,93,8.3,0,4.5
SUR00768,District_3,1,85,8.5,0,6.0
SUR00769,District_3,1,77,7.1,1,6.7
SUR00770,District_3,1,73,9.1,0,10.0
SUR00771,District_3,1,75,7.0,0,4.3
SUR00772,District_3,1,73,8.9,0,6.4
SUR00773,District_3,1,78,8.4,0,7.2
SUR00774,District_3,1,62,7.5,0,6.6
SUR00775,District_3,1,77,6.6,0,6.8
SUR00776,District_3,1,91,7.0,0,3.6
SUR00777,District_3,1,77,6.9,0,7.0
SUR00778,District_3,1,76,9.8,0,4.6
SUR00779,District_3,1,57,8.9,0,6.4
SUR00780,District_3,1,61,8.9,0,6.4
SUR00781,District_3,1,62,8.1,0,8.9
SUR00782,District_3,1,73,7.1,0,2.2
SUR00783,District_3,1,72,8.5,0,2.7
SUR00784,District_3,1,71,6.6,0,5.4
SUR00785,District_3,1,78,9.4,0,8.1
SUR00786,District_3,1,90,5.9,0,7.1
SUR00787,District_3,1,84,6.5,0,6.5
SUR00788,District_3,1,96,8.4,0,9.0
SUR00789,District_3,1,58,7.4,0,5.0
SUR00790,District_3,1,80,9.1,0,5.5
SUR00791,District_3,1,74,9.1,0,7.5
SUR00792,District_3,1,84,4.9,0,7.1
SUR00793,District_3,1,69,6.7,0,5.2
SUR00794,District_3,1,78,6.7,0,5.5
SUR00795,District_3,1,72,8.7,0,5.1
SUR00796,District_3,1,82,6.1,0,4.2
SUR00797,District_3,1,91,4.9,0,5.5
SUR00798,District_3,1,54,6.5,0,2.9
SUR00799,District_3,1,72,8.3,0,6.2
SUR00800,District_3,1,97,9.9,0,6.2
SUR00801,District_3,1,88,5.8,0,6.7
SUR00802,District_3,1,83,6.7,0,8.8
SUR00803,District_3,1,67,7.8,1,6.3
SUR00804,District_3,1,68,8.9,0,4.9
SUR00805,District_3,1,79,10.0,0,6.0
SUR00806,District_3,1,76,8.1,0,4.7
SUR00807,District_3,1,64,8.6,0,7.4
SUR00808,District_3,1,71,7.8,0,7.9
SUR00809,District_3,1,100,9.4,0,8.0
SUR00810,District_3,1,82,7.1,0,8.9
SUR00811,District_3,1,59,7.7,1,3.6
SUR00812,District_3,1,96,5.2,0,5.6
SUR00813,District_3,1,70,8.5,0,10.0
SUR00814,District_3,1,98,9.5,0,8.3
SUR00815,District_3,1,88,8.5,0,7.4
SUR00816,District_3,1,43,6.8,0,6.3
SUR00817,District_3,1,53,6.1,0,8.7
SUR00818,District_3,1,77,9.6,0,5.9
SUR00819,District_3,1,82,6.6,0,5.5
SUR00820,District_3,1,84,7.3,0,7.0
SUR00821,District_3,1,89,6.0,0,6.3
SUR00822,District_3,1,75,8.2,0,5.3
SUR00823,District_3,1,60,9.8,0,5.4
SUR00824,District_3,1,73,7.8,0,8.4
SUR00825,District_3,1,55,9.2,0,9.3
SUR00826,District_3,1,73,6.6,0,7.4
SUR00827,District_3,1,91,7.6,0,5.5
SUR00828,District_3,1,94,7.9,0,6.3
SUR00829,District_3,1,71,6.8,0,4.7
SUR00830,District_3,1,82,6.6,0,4.4
SUR00831,District_3,1,61,7.0,1,6.9
SUR00832,District_3,1,88,7.4,0,6.3
SUR00833,District_3,1,68,7.1,0,8.7
SUR00834,District_3,1,72,9.2,0,8.0
SUR00835,District_3,1,85,5.2,1,3.2
SUR00836,District_3,1,72,7.8,0,9.2
SUR00837,District_3,1,82,5.9,0,5.7
SUR00838,District_3,1,73,8.9,0,5.6
SUR00839,District_3,1,82,6.8,0,6.1
SUR00840,District_3,1,77,7.6,0,6.3
SUR00841,District_3,1,90,9.2,0,3.9
SUR00842,District_3,1,68,5.8,0,7.5
SUR00843,District_3,1,86,9.3,0,5.6
SUR00844,District_3,1,77,8.3,0,4.5
SUR00845,District_3,1,82,7.2,0,8.3
SUR00846,District_3,1,69,5.0,0,4.4
SUR00847,District_3,1,95,9.9,0,7.2
SUR00848,District_3,1,83,7.3,0,5.7
SUR00849,District_3,1,62,8.4,0,8.8
SUR00850,District_3,1,87,7.9,0,7.7
SUR00851,District_3,1,99,10.0,0,8.3
SUR00852,District_3,1,66,6.5,0,2.9
SUR00853,District_3,1,66,8.9,0,5.5
SUR00854,District_3,1,94,9.8,0,6.1
SUR00855,District_3,1,69,6.3,0,7.1
SUR00856,District_3,1,88,7.5,0,8.7
SUR00857,District_3,1,80,8.1,0,3.4
SUR00858,District_3,1,72,8.5,0,7.0
SUR00859,District_3,1,78,8.4,0,4.9
SUR00860,District_3,1,90,8.9,0,6.0
SUR00861,District_3,1,82,7.7,0,4.6
SUR00862,District_3,1,66,8.2,0,10.0
SUR00863,District_3,1,73,6.3,0,7.8
SUR00864,District_3,1,88,6.5,0,6.1
SUR00865,District_3,1,97,7.6,0,5.3
SUR00866,District_3,1,85,7.3,0,7.8
SUR00867,District_3,1,100,8.5,0,6.1
SUR00868,District_3,1,74,5.6,0,7.2
SUR00869,District_3,1,85,8.2,0,7.1
SUR00870,District_3,1,81,8.6,0,5.6
SUR00871,District_3,1,99,5.2,0,7.6
SUR00872,District_3,1,78,9.6,0,5.3
SUR00873,District_3,1,90,10.0,0,4.5
SUR00874,District_3,1,76,9.0,0,6.9
SUR00875,District_3,1,69,7.4,0,8.3
SUR00876,District_3,1,97,7.4,0,4.2
SUR00877,District_3,1,76,7.0,0,10.0
SUR00878,District_3,1,79,7.7,0,4.6
SUR00879,District_3,1,67,7.2,0,7.0
SUR00880,District_3,1,88,8.1,0,10.0
SUR00881,District_3,1,62,7.7,0,4.1
SUR00882,District_3,1,63,8.4,0,4.5
SUR00883,District_3,1,91,7.3,0,9.0
SUR00884,District_3,1,78,6.5,0,9.4
SUR00885,District_3,1,73,9.1,0,3.4
SUR00886,District_3,1,64,6.5,1,5.2
SUR00887,District_3,1,83,7.5,0,5.7
SUR00888,District_3,1,87,7.5,0,5.5
SUR00889,District_3,1,82,7.8,0,7.2
SUR00890,District_3,1,57,7.6,0,6.7
SUR00891,District_3,1,90,7.3,0,3.8
SUR00892,District_3,1,81,7.9,0,9.1
SUR00893,District_3,1,72,6.6,0,4.1
SUR00894,District_3,1,78,7.5,0,7.6
SUR00895,District_3,1,65,7.8,0,2.3
SUR00896,District_3,1,84,5.7,0,4.6
SUR00897,District_3,1,75,9.2,0,4.6
SUR00898,District_3,1,87,10.0,0,10.0
SUR00899,District_3,1,82,8.4,0,5.4
SUR00900,District_3,1,80,7.3,0,7.2
SUR00901,District_3,1,84,7.3,0,7.9
SUR00902,District_3,1,87,6.5,0,7.7
SUR00903,District_3,1,63,9.5,0,5.6
SUR00904,District_3,1,89,6.2,0,5.9
SUR00905,District_3,1,57,8.8,0,7.7
SUR00906,District_3,1,75,7.2,0,6.8
SUR00907,District_3,1,93,9.2,0,9.5
SUR00908,District_3,1,80,8.5,0,2.3
SUR00909,District_3,1,74,8.7,0,8.5
SUR00910,District_3,1,72,7.9,0,7.0
SUR00911,District_3,1,64,9.6,1,9.8
SUR00912,District_3,1,98,5.8,0,10.0
SUR00913,District_3,1,60,5.7,0,6.4
SUR00914,District_3,1,64,5.9,0,7.3
SUR00915,District_3,1,58,7.2,1,5.8
SUR00916,District_3,1,95,6.9,0,8.4
SUR00917,District_3,1,74,7.1,0,8.5
SUR00918,District_3,1,85,9.6,0,5.9
SUR00919,District_3,1,84,7.0,0,7.9
SUR00920,District_3,1,83,8.8,0,6.4
SUR00921,District_3,1,79,7.8,1,5.0
SUR00922,District_3,1,79,9.0,0,7.1
SUR00923,District_3,1,92,8.1,0,7.5
SUR00924,District_3,1,77,8.1,0,7.7
SUR00925,District_3,1,70,7.4,0,4.9
SUR00926,District_3,1,92,6.6,0,6.1
SUR00927,District_3,1,83,5.9,0,3.6
SUR00928,District_3,1,52,8.4,0,6.8
SUR00929,District_3,1,72,9.9,0,6.7
SUR00930,District_3,1,75,7.1,0,4.0
SUR00931,District_3,1,94,7.7,1,3.9
SUR00932,District_3,1,78,6.5,0,7.6
SUR00933,District_3,1,69,7.5,0,8.8
SUR00934,District_3,1,65,7.3,0,5.0
SUR00935,District_3,1,77,6.9,0,6.3
SUR00936,District_3,1,88,6.5,0,3.8
SUR00937,District_3,1,97,8.9,0,8.1
SUR00938,District_3,1,61,8.9,0,9.2
SUR00939,District_3,1,79,9.3,1,4.5
SUR00940,District_3,1,72,8.7,0,4.0
SUR00941,District_3,1,76,6.7,0,6.1
SUR00942,District_3,1,68,7.0,0,6.9
SUR00943,District_3,1,60,8.1,0,4.2
SUR00944,District_3,1,81,6.8,0,4.3
SUR00945,District_3,1,73,9.4,0,8.4
SUR00946,District_3,1,86,7.7,0,3.5
SUR00947,District_3,1,78,6.7,0,3.8
SUR00948,District_3,1,96,8.4,0,6.2
SUR00949,District_3,1,92,8.6,0,9.8
SUR00950,District_3,1,100,8.2,0,5.6
SUR00951,District_3,1,67,8.7,0,4.4
SUR00952,District_3,1,92,8.1,0,7.5
SUR00953,District_3,1,79,9.5,0,8.5
SUR00954,District_3,1,84,8.9,0,9.0
SUR00955,District_3,1,77,7.0,0,7.2
SUR00956,District_3,1,79,6.9,0,7.6
SUR00957,District_3,1,73,7.6,0,7.6
SUR00958,District_3,1,92,7.7,0,6.9
SUR00959,District_3,1,68,6.9,0,9.8
SUR00960,District_3,1,78,6.6,0,6.6
SUR00961,District_3,1,85,7.4,0,6.4
SUR00962,District_3,1,73,6.9,0,8.1
SUR00963,District_3,1,89,7.8,0,6.9
SUR00964,District_3,1,73,5.1,0,10.0
SUR00965,District_3,1,75,8.9,0,10.0
SUR00966,District_3,1,92,7.3,0,4.8
SUR00967,District_3,1,72,8.1,0,8.0
SUR00968,District_3,1,89,4.9,1,6.6
SUR00969,District_3,1,85,7.8,0,7.1
SUR00970,District_3,1,100,7.5,0,8.6
SUR00971,District_3,1,71,7.6,0,6.0
SUR00972,District_3,1,74,7.9,1,5.0
SUR00973,District_3,1,81,7.1,0,5.5
SUR00974,District_3,1,74,8.1,0,6.2
SUR00975,District_3,1,82,4.6,0,2.9
SUR00976,District_3,1,79,8.0,0,5.9
SUR00977,District_3,1,64,7.9,0,6.5
SUR00978,District_3,1,69,9.5,0,8.1
SUR00979,District_3,1,97,8.0,1,5.4
SUR00980,District_3,1,73,5.0,1,7.2
SUR00981,District_3,1,82,7.2,0,6.6
SUR00982,District_3,1,70,7.2,0,8.0
SUR00983,District_3,1,69,7.6,0,8.6
SUR00984,District_3,1,90,7.3,0,5.7
SUR00985,District_3,1,80,7.8,0,8.6
SUR00986,District_3,1,67,6.6,0,8.3
SUR00987,District_3,1,80,9.5,0,5.9
SUR00988,District_3,1,82,7.6,0,8.4
SUR00989,District_3,1,97,10.0,1,7.0
SUR00990,District_3,1,54,6.1,0,7.8
SUR00991,District_3,1,90,7.2,0,7.5
SUR00992,District_3,1,73,8.5,0,5.6
SUR00993,District_3,1,100,6.0,0,5.4
SUR00994,District_3,1,96,9.1,0,8.9
SUR00995,District_3,1,98,7.9,0,5.7
SUR00996,District_3,1,73,7.9,0,2.9
SUR00997,District_3,1,63,9.2,0,5.2
SUR00998,District_3,1,77,7.2,0,8.7
SUR00999,District_3,1,67,7.0,0,9.1
SUR01000,District_3,1,77,7.2,0,8.6
SUR01001,District_3,1,62,7.3,0,5.8
SUR01002,District_3,1,73,6.3,0,5.9
SUR01003,District_3,1,94,8.1,0,7.2
SUR01004,District_3,1,80,7.3,0,7.6
SUR01005,District_3,1,65,7.5,0,2.9
SUR01006,District_3,1,84,7.5,0,4.9
SUR01007,District_3,1,70,8.6,0,6.7
SUR01008,District_3,1,91,8.1,0,6.0
SUR01009,District_3,1,88,8.2,0,5.1
SUR01010,District_3,1,85,7.5,0,7.3
SUR01011,District_3,1,97,8.3,0,5.5
SUR01012,District_3,1,75,10.0,0,3.1
SUR01013,District_3,1,100,9.1,0,8.3
SUR01014,District_3,1,83,6.6,0,6.3
SUR01015,District_3,1,86,9.0,0,7.1
SUR01016,District_3,1,52,8.2,0,4.5
SUR01017,District_3,1,76,7.7,0,4.7
SUR01018,District_3,1,74,8.6,1,3.4
SUR01019,District_3,1,64,8.5,0,7.2
SUR01020,District_3,1,66,7.9,0,6.1
SUR01021,District_3,1,91,7.3,0,8.6
SUR01022,District_3,1,85,6.8,0,5.4
SUR01023,District_3,1,85,8.7,0,4.7
SUR01024,District_3,1,100,8.1,0,4.7
SUR01025,District_3,1,83,7.4,0,7.9
SUR01026,District_3,1,93,7.7,0,10.0
SUR01027,District_3,1,81,7.3,0,5.8
SUR01028,District_3,1,70,6.5,1,7.6
SUR01029,District_3,1,77,9.1,0,5.5
SUR01030,District_3,1,85,7.9,0,5.8
SUR01031,District_3,1,59,5.5,0,4.4
SUR01032,District_3,1,80,8.6,0,6.7
SUR01033,District_3,1,83,8.1,0,5.4
SUR01034,District_3,1,69,8.3,0,4.8
SUR01035,District_3,1,62,8.9,0,8.6
SUR01036,District_3,1,83,7.5,1,8.1
SUR01037,District_3,1,78,7.9,0,8.6
SUR01038,District_3,1,91,6.2,0,6.9
SUR01039,District_3,1,79,7.1,1,5.1
SUR01040,District_3,1,52,8.8,0,7.1
SUR01041,District_3,1,77,7.7,0,7.0
SUR01042,District_3,1,86,7.3,0,5.0
SUR01043,District_3,1,62,8.0,0,9.9
SUR01044,District_3,1,59,6.7,0,6.5
SUR01045,District_3,1,85,7.1,0,6.8
SUR01046,District_3,1,90,8.6,0,6.8
SUR01047,District_3,1,74,5.7,0,7.4
SUR01048,District_3,1,81,7.1,0,6.0
SUR01049,District_3,1,66,7.8,1,8.8
SUR01050,District_3,1,71,8.2,0,9.1
SUR01051,District_3,1,82,6.7,0,3.0
SUR01052,District_3,1,79,8.3,0,6.1
SUR01053,District_3,1,82,7.7,0,8.5
SUR01054,District_3,1,83,9.1,0,7.3
SUR01055,District_3,1,100,8.4,0,4.6
SUR01056,District_3,1,44,7.4,0,5.8
SUR01057,District_3,1,84,9.0,1,9.2
SUR01058,District_3,1,71,7.7,0,3.6
SUR01059,District_3,1,68,8.2,0,6.7
SUR01060,District_3,1,82,7.1,0,6.3
SUR01061,District_3,1,80,6.6,0,5.8
SUR01062,District_3,1,86,6.0,0,5.9
SUR01063,District_4,0,57,4.9,1,1.8
SUR01064,District_4,0,58,4.5,0,6.2
SUR01065,District_4,0,53,6.7,0,7.7
SUR01066,District_4,0,57,5.8,0,5.2
SUR01067,District_4,0,46,6.3,1,3.9
SUR01068,District_4,0,69,4.2,1,4.6
SUR01069,District_4,0,59,5.9,0,2.8
SUR01070,District_4,0,39,3.5,0,6.5
SUR01071,District_4,0,56,4.0,0,7.0
SUR01072,District_4,0,64,6.5,1,2.9
SUR01073,District_4,0,51,6.2,1,5.1
SUR01074,District_4,0,34,6.4,1,3.4
SUR01075,District_4,0,21,3.5,0,5.2
SUR01076,District_4,0,58,5.9,0,3.6
SUR01077,District_4,0,32,3.3,1,2.8
SUR01078,District_4,0,36,4.9,0,4.6
SUR01079,District_4,0,36,6.0,0,1.7
SUR01080,District_4,0,33,5.3,0,4.1
SUR01081,District_4,0,43,6.6,1,3.8
SUR01082,District_4,0,49,2.5,0,5.3
SUR01083,District_4,0,37,4.1,0,4.6
SUR01084,District_4,0,35,2.8,0,4.2
SUR01085,District_4,0,43,4.2,0,5.8
SUR01086,District_4,0,45,4.8,0,5.6
SUR01087,District_4,0,52,4.8,0,5.7
SUR01088,District_4,0,51,6.1,1,2.3
SUR01089,District_4,0,30,6.2,0,5.4
SUR01090,District_4,0,61,4.0,0,7.0
SUR01091,District_4,0,27,5.5,0,1.2
SUR01092,District_4,0,52,7.3,1,2.0
SUR01093,District_4,0,46,7.2,1,7.5
SUR01094,District_4,0,73,4.8,1,5.0
SUR01095,District_4,0,41,5.6,0,3.1
SUR01096,District_4,0,49,4.8,0,2.0
SUR01097,District_4,0,49,1.3,1,3.0
SUR01098,District_4,0,57,2.9,1,1.0
SUR01099,District_4,0,66,4.0,0,4.8
SUR01100,District_4,0,52,4.1,1,5.8
SUR01101,District_4,0,83,4.2,0,6.7
SUR01102,District_4,0,44,3.7,0,1.0
SUR01103,District_4,0,66,4.7,0,5.2
SUR01104,District_4,0,52,4.4,1,4.3
SUR01105,District_4,0,50,3.7,0,5.5
SUR01106,District_4,0,30,3.8,0,1.0
SUR01107,District_4,0,57,3.8,0,4.1
SUR01108,District_4,0,45,6.5,0,2.2
SUR01109,District_4,0,48,5.6,1,2.2
SUR01110,District_4,0,48,4.2,0,7.5
SUR01111,District_4,0,56,5.9,0,7.2
SUR01112,District_4,0,66,4.1,0,4.5
SUR01113,District_4,0,45,4.5,0,1.0
SUR01114,District_4,0,43,4.4,0,3.0
SUR01115,District_4,0,52,6.5,0,7.5
SUR01116,District_4,0,32,5.2,0,3.8
SUR01117,District_4,0,35,4.2,0,2.1
SUR01118,District_4,0,56,6.8,0,4.4
SUR01119,District_4,0,39,4.5,0,4.0
SUR01120,District_4,0,60,3.2,1,2.2
SUR01121,District_4,0,46,3.8,1,3.0
SUR01122,District_4,0,43,2.4,0,1.7
SUR01123,District_4,0,65,3.7,0,8.6
SUR01124,District_4,0,38,4.1,1,2.7
SUR01125,District_4,0,48,3.1,0,3.3
SUR01126,District_4,0,39,3.7,0,3.6
SUR01127,District_4,0,48,3.2,0,5.5
SUR01128,District_4,0,58,6.2,0,1.0
SUR01129,District_4,0,50,2.4,1,4.1
SUR01130,District_4,0,47,2.9,0,4.4
SUR01131,District_4,0,46,4.9,0,5.0
SUR01132,District_4,0,52,2.4,1,4.5
SUR01133,District_4,0,55,5.0,0,2.3
SUR01134,District_4,0,54,3.0,0,4.0
SUR01135,District_4,0,51,5.5,1,5.2
SUR01136,District_4,0,39,3.9,0,4.3
SUR01137,District_4,0,46,4.1,0,4.1
SUR01138,District_4,0,41,5.8,0,6.8
SUR01139,District_4,0,54,4.9,0,5.7
SUR01140,District_4,0,44,2.3,0,3.0
SUR01141,District_4,0,44,4.9,0,3.7
SUR01142,District_4,0,70,4.4,0,4.9
SUR01143,District_4,0,47,4.3,1,2.2
SUR01144,District_4,0,21,4.1,1,4.2
SUR01145,District_4,0,73,3.4,0,5.0
SUR01146,District_4,0,48,5.1,1,2.3
SUR01147,District_4,0,43,3.8,0,5.7
SUR01148,District_4,0,43,7.5,0,5.7
SUR01149,District_4,0,43,7.4,1,1.0
SUR01150,District_4,0,66,4.7,0,5.1
SUR01151,District_4,0,39,6.0,1,6.9
SUR01152,District_4,0,39,4.4,0,4.2
SUR01153,District_4,0,45,4.1,0,1.9
SUR01154,District_4,0,25,4.8,0,5.3
SUR01155,District_4,0,42,3.4,0,3.2
SUR01156,District_4,0,63,3.5,0,5.2
SUR01157,District_4,0,53,7.8,0,5.4
SUR01158,District_4,0,56,4.7,0,2.1
SUR01159,District_4,0,39,5.6,0,4.6
SUR01160,District_4,0,24,5.9,0,2.4
